acct_id,FICO,region
30135,850,San Diego
30136,690,Chicago
30137,710,San Diego
30138,723,Charlotte
30139,766,Philadelphia
30140,789,Los Angeles
30141,850,Los Angeles
30142,806,Charlotte
30143,828,Phoenix
30144,785,Philadelphia
30145,801,Dallas
30146,785,Chicago
30147,838,Chicago
30148,784,San Diego
30149,784,San Antonio
30150,850,Chicago
30151,783,Dallas
30152,845,Houston
30153,769,Houston
30154,794,Dallas
30155,788,Phoenix
30156,809,Dallas
30157,829,Phoenix
30158,841,Phoenix
30159,721,Charlotte
30160,837,Chicago
30161,790,Phoenix
30162,682,Phoenix
30163,838,San Antonio
30164,842,Charlotte
30165,850,San Antonio
30166,840,San Antonio
30167,786,Houston
30168,850,San Diego
30169,785,San Antonio
30170,725,Philadelphia
30171,850,Charlotte
30172,789,Los Angeles
30173,837,New York
30174,766,Charlotte
30175,850,Charlotte
30176,788,Phoenix
30177,820,Charlotte
30178,836,Chicago
30179,845,San Diego
30180,845,Houston
30181,762,Houston
30182,716,Houston
30183,785,Philadelphia
30184,819,Dallas
30185,800,San Antonio
30186,660,Houston
30187,777,New York
30188,750,Charlotte
30189,757,New York
30190,578,San Antonio
30191,743,San Diego
30192,724,Charlotte
30193,823,Chicago
30194,785,Chicago
30195,850,Chicago
30196,779,Chicago
30197,761,Philadelphia
30198,832,New York
30199,783,Dallas
30200,838,San Diego
30201,763,San Diego
30202,848,Phoenix
30203,783,Dallas
30204,785,Chicago
30205,789,Los Angeles
30206,785,Charlotte
30207,785,Charlotte
30208,785,New York
30209,784,San Diego
30210,785,New York
30211,783,Dallas
30212,748,Chicago
30213,768,Houston
30214,718,San Diego
30215,783,Dallas
30216,747,Los Angeles
30217,850,Phoenix
30218,788,Phoenix
30219,835,New York
30220,788,Phoenix
30221,837,Dallas
30222,783,Dallas
30223,832,New York
30224,788,Phoenix
30225,785,New York
30226,785,Philadelphia
30227,785,Chicago
30228,784,San Antonio
30229,817,Chicago
30230,785,Philadelphia
30231,788,Phoenix
30232,784,San Antonio
30233,786,Houston
30234,786,Houston
30235,766,Houston
30236,788,Phoenix
30237,687,Chicago
30238,785,Chicago
30239,786,Houston
30240,803,Houston
30241,750,Philadelphia
30242,788,Phoenix
30243,785,Chicago
30244,763,Philadelphia
30245,785,Charlotte
30246,788,Phoenix
30247,788,Phoenix
30248,792,Houston
30249,784,San Antonio
30250,785,Chicago
30251,786,Houston
30252,837,Philadelphia
30253,841,Philadelphia
30254,837,New York
30255,785,Chicago
30256,785,New York
30257,779,San Diego
30258,844,New York
30259,785,Philadelphia
30260,786,Houston
30261,781,Philadelphia
30262,821,Phoenix
30263,835,Philadelphia
30264,798,Philadelphia
30265,850,Houston
30266,785,Charlotte
30267,785,Charlotte
30268,785,Chicago
30269,784,San Diego
30270,785,New York
30271,784,San Antonio
30272,789,Los Angeles
30273,789,Los Angeles
30274,827,Phoenix
30275,824,Chicago
30276,850,San Antonio
30277,786,Houston
30278,850,Dallas
30279,784,San Antonio
30280,604,Philadelphia
30281,783,Dallas
30282,784,San Antonio
30283,788,Phoenix
30284,761,Dallas
30285,784,San Diego
30286,849,Phoenix
30287,784,San Antonio
30288,788,Phoenix
30289,786,Houston
30290,785,Chicago
30291,784,San Antonio
30292,785,Philadelphia
30293,829,Philadelphia
30294,786,Houston
30295,786,Houston
30296,788,Phoenix
30297,842,Chicago
30298,787,Philadelphia
30299,549,Charlotte
30300,717,Dallas
30301,785,Chicago
30302,785,Chicago
30303,772,San Diego
30304,785,Philadelphia
30305,784,San Diego
30306,786,Houston
30307,804,San Diego
30308,808,Charlotte
30309,786,Houston
30310,698,San Diego
30311,785,Chicago
30312,772,Philadelphia
30313,784,San Diego
30314,785,Chicago
30315,785,Charlotte
30316,850,San Diego
30317,826,Philadelphia
30318,849,Dallas
30319,850,New York
30320,784,San Antonio
30321,785,Los Angeles
30322,785,Charlotte
30323,784,San Diego
30324,787,Philadelphia
30325,835,New York
30326,837,San Antonio
30327,850,Houston
30328,829,New York
30329,784,San Antonio
30330,785,Philadelphia
30331,783,Dallas
30332,809,Phoenix
30333,785,New York
30334,850,Philadelphia
30335,850,Los Angeles
30336,785,Charlotte
30337,788,Phoenix
30338,785,New York
30339,786,Houston
30340,705,Houston
30341,792,New York
30342,788,Phoenix
30343,836,San Diego
30344,786,Houston
30345,776,Philadelphia
30346,785,Philadelphia
30347,785,Chicago
30348,784,San Antonio
30349,807,Dallas
30350,788,Phoenix
30351,785,Chicago
30352,765,Philadelphia
30353,793,Los Angeles
30354,840,Philadelphia
30355,785,Chicago
30356,784,San Antonio
30357,796,Philadelphia
30358,789,Los Angeles
30359,841,Philadelphia
30360,784,San Antonio
30361,785,Charlotte
30362,784,San Antonio
30363,783,Dallas
30364,785,New York
30365,831,Phoenix
30366,783,Dallas
30367,850,Houston
30368,785,Philadelphia
30369,785,Chicago
30370,785,New York
30371,784,San Diego
30372,785,New York
30373,784,San Diego
30374,785,Chicago
30375,786,Houston
30376,785,Philadelphia
30377,784,San Diego
30378,784,San Diego
30379,783,Dallas
30380,785,Chicago
30381,785,Charlotte
30382,785,Philadelphia
30383,785,Charlotte
30384,785,Charlotte
30385,785,Chicago
30386,850,Philadelphia
30387,727,New York
30388,785,Chicago
30389,784,San Antonio
30390,784,San Antonio
30391,782,Dallas
30392,783,Dallas
30393,746,San Antonio
30394,788,Phoenix
30395,785,Philadelphia
30396,784,San Diego
30397,789,Los Angeles
30398,784,San Antonio
30399,785,New York
30400,850,San Antonio
30401,822,Phoenix
30402,834,Houston
30403,788,Phoenix
30404,785,New York
30405,785,Chicago
30406,785,Charlotte
30407,837,Phoenix
30408,785,Charlotte
30409,784,San Antonio
30410,783,Dallas
30411,850,San Antonio
30412,786,Houston
30413,786,Houston
30414,785,Philadelphia
30415,845,New York
30416,836,Houston
30417,785,Chicago
30418,785,Chicago
30419,789,Chicago
30420,789,Los Angeles
30421,794,Phoenix
30422,850,Philadelphia
30423,785,New York
30424,784,San Antonio
30425,785,Philadelphia
30426,785,Philadelphia
30427,784,San Antonio
30428,785,New York
30429,837,Philadelphia
30430,799,Dallas
30431,788,Phoenix
30432,785,Chicago
30433,789,Los Angeles
30434,785,New York
30435,835,Houston
30436,785,Philadelphia
30437,785,Charlotte
30438,785,Chicago
30439,825,Chicago
30440,788,Phoenix
30441,786,Houston
30442,835,Charlotte
30443,789,Los Angeles
30444,785,Charlotte
30445,784,San Diego
30446,785,Chicago
30447,789,Los Angeles
30448,785,Philadelphia
30449,784,San Diego
30450,786,Houston
30451,785,Chicago
30452,788,Phoenix
30453,785,New York
30454,821,Charlotte
30455,785,Chicago
30456,764,San Diego
30457,820,Los Angeles
30458,784,San Diego
30459,788,Phoenix
30460,850,Philadelphia
30461,788,Phoenix
30462,785,New York
30463,785,Chicago
30464,703,Charlotte
30465,831,San Diego
30466,788,Phoenix
30467,789,Los Angeles
30468,784,San Diego
30469,749,San Antonio
30470,825,Philadelphia
30471,842,Charlotte
30472,784,San Diego
30473,785,New York
30474,785,New York
30475,785,Chicago
30476,789,Los Angeles
30477,786,Houston
30478,785,Charlotte
30479,785,Charlotte
30480,784,San Antonio
30481,785,Philadelphia
30482,754,Charlotte
30483,785,Charlotte
30484,694,Philadelphia
30485,772,Dallas
30486,784,San Diego
30487,788,Phoenix
30488,786,Houston
30489,785,Charlotte
30490,785,Charlotte
30491,788,Phoenix
30492,784,San Diego
30493,825,Chicago
30494,785,New York
30495,850,Los Angeles
30496,784,San Antonio
30497,789,Los Angeles
30498,789,Los Angeles
30499,789,Los Angeles
30500,788,Phoenix
30501,773,Phoenix
30502,798,Houston
30503,820,Los Angeles
30504,785,New York
30505,820,San Diego
30506,785,Charlotte
30507,784,San Diego
30508,850,Philadelphia
30509,789,Los Angeles
30510,788,Phoenix
30511,841,Charlotte
30512,785,Chicago
30513,785,New York
30514,785,Philadelphia
30515,784,San Antonio
30516,646,Philadelphia
30517,566,San Diego
30518,785,Charlotte
30519,830,Houston
30520,785,Chicago
30521,820,Los Angeles
30522,785,New York
30523,752,Houston
30524,785,Philadelphia
30525,777,Los Angeles
30526,785,Chicago
30527,783,Dallas
30528,714,New York
30529,850,Charlotte
30530,784,San Diego
30531,817,Dallas
30532,784,San Diego
30533,789,Los Angeles
30534,785,New York
30535,831,San Diego
30536,785,Philadelphia
30537,788,Phoenix
30538,788,Phoenix
30539,838,Philadelphia
30540,785,Chicago
30541,798,Dallas
30542,785,Charlotte
30543,784,San Diego
30544,789,Los Angeles
30545,828,Charlotte
30546,788,Phoenix
30547,785,Charlotte
30548,784,San Diego
30549,786,Houston
30550,784,San Antonio
30551,788,Phoenix
30552,802,San Antonio
30553,785,Philadelphia
30554,789,Los Angeles
30555,850,Philadelphia
30556,845,San Antonio
30557,786,Houston
30558,819,Phoenix
30559,848,New York
30560,785,Charlotte
30561,847,Los Angeles
30562,785,Philadelphia
30563,783,Dallas
30564,834,Philadelphia
30565,785,Philadelphia
30566,784,San Diego
30567,789,Los Angeles
30568,786,Houston
30569,808,Philadelphia
30570,825,San Antonio
30571,785,Chicago
30572,850,Los Angeles
30573,785,Philadelphia
30574,785,Chicago
30575,783,Dallas
30576,785,New York
30577,785,New York
30578,789,Los Angeles
30579,784,San Antonio
30580,782,San Antonio
30581,850,Dallas
30582,785,New York
30583,785,Philadelphia
30584,740,Philadelphia
30585,830,Los Angeles
30586,759,Houston
30587,850,Philadelphia
30588,850,Charlotte
30589,838,New York
30590,788,Phoenix
30591,786,Houston
30592,786,Houston
30593,785,Chicago
30594,788,Phoenix
30595,784,San Diego
30596,785,Chicago
30597,789,Los Angeles
30598,783,Dallas
30599,784,San Diego
30600,747,Phoenix
30601,785,Chicago
30602,659,Charlotte
30603,815,San Diego
30604,784,San Antonio
30605,785,New York
30606,850,Phoenix
30607,778,Phoenix
30608,783,Dallas
30609,789,Los Angeles
30610,785,Charlotte
30611,786,Houston
30612,789,Los Angeles
30613,785,Charlotte
30614,785,New York
30615,784,San Diego
30616,783,Dallas
30617,850,New York
30618,788,Phoenix
30619,785,New York
30620,819,Phoenix
30621,784,San Diego
30622,827,Chicago
30623,788,Phoenix
30624,823,Philadelphia
30625,784,San Antonio
30626,783,Dallas
30627,715,Philadelphia
30628,799,Los Angeles
30629,850,Philadelphia
30630,784,San Diego
30631,785,Los Angeles
30632,714,Charlotte
30633,785,Chicago
30634,785,Chicago
30635,850,Dallas
30636,842,Los Angeles
30637,785,New York
30638,786,Houston
30639,784,San Antonio
30640,850,San Diego
30641,785,Chicago
30642,850,San Antonio
30643,788,Phoenix
30644,804,San Antonio
30645,739,Chicago
30646,786,Houston
30647,850,San Antonio
30648,785,Chicago
30649,783,Dallas
30650,785,Chicago
30651,785,Philadelphia
30652,785,New York
30653,786,Houston
30654,785,Chicago
30655,785,Chicago
30656,789,Los Angeles
30657,784,San Antonio
30658,785,Chicago
30659,850,Houston
30660,784,San Antonio
30661,786,Houston
30662,772,Dallas
30663,786,Houston
30664,801,Charlotte
30665,784,San Antonio
30666,788,Phoenix
30667,788,Phoenix
30668,788,Phoenix
30669,785,Charlotte
30670,785,Philadelphia
30671,785,Chicago
30672,801,Charlotte
30673,785,Charlotte
30674,775,Charlotte
30675,784,San Diego
30676,850,New York
30677,783,Dallas
30678,789,Los Angeles
30679,850,Philadelphia
30680,784,San Antonio
30681,785,Philadelphia
30682,785,Chicago
30683,788,Phoenix
30684,785,Chicago
30685,722,Dallas
30686,850,Houston
30687,788,Phoenix
30688,789,Los Angeles
30689,718,Houston
30690,785,Chicago
30691,789,Los Angeles
30692,845,Houston
30693,789,Los Angeles
30694,850,Chicago
30695,843,New York
30696,813,Charlotte
30697,785,Charlotte
30698,841,San Diego
30699,785,Chicago
30700,752,Los Angeles
30701,839,Charlotte
30702,786,Houston
30703,815,San Diego
30704,789,Los Angeles
30705,784,San Antonio
30706,785,Philadelphia
30707,775,San Diego
30708,728,Phoenix
30709,788,Phoenix
30710,784,San Antonio
30711,784,San Diego
30712,785,Chicago
30713,685,Phoenix
30714,785,New York
30715,784,San Diego
30716,785,Philadelphia
30717,745,Charlotte
30718,850,Chicago
30719,784,San Antonio
30720,788,Phoenix
30721,750,Philadelphia
30722,785,New York
30723,785,New York
30724,785,Charlotte
30725,785,Philadelphia
30726,850,New York
30727,785,Chicago
30728,786,Houston
30729,789,Los Angeles
30730,785,Philadelphia
30731,850,Dallas
30732,789,Los Angeles
30733,789,Los Angeles
30734,785,Charlotte
30735,784,Charlotte
30736,784,San Antonio
30737,785,New York
30738,788,Phoenix
30739,757,Charlotte
30740,784,San Diego
30741,784,San Diego
30742,661,Houston
30743,849,San Antonio
30744,783,Dallas
30745,784,San Antonio
30746,789,Los Angeles
30747,785,Philadelphia
30748,850,San Antonio
30749,785,Chicago
30750,785,Chicago
30751,838,New York
30752,788,Phoenix
30753,788,Phoenix
30754,843,Los Angeles
30755,788,Phoenix
30756,785,Chicago
30757,785,New York
30758,850,Chicago
30759,785,New York
30760,785,Chicago
30761,788,Phoenix
30762,785,Charlotte
30763,850,Dallas
30764,850,Dallas
30765,788,San Antonio
30766,788,Phoenix
30767,783,Dallas
30768,786,Houston
30769,785,Chicago
30770,785,Charlotte
30771,789,Los Angeles
30772,785,New York
30773,785,Chicago
30774,825,Los Angeles
30775,785,Chicago
30776,785,Philadelphia
30777,784,San Diego
30778,840,Philadelphia
30779,803,Philadelphia
30780,786,Houston
30781,783,Dallas
30782,789,Los Angeles
30783,784,San Diego
30784,786,Houston
30785,831,Philadelphia
30786,784,San Diego
30787,784,San Antonio
30788,785,Chicago
30789,783,Dallas
30790,811,San Diego
30791,785,Philadelphia
30792,785,New York
30793,785,New York
30794,786,Houston
30795,742,Chicago
30796,784,San Antonio
30797,841,Houston
30798,783,Dallas
30799,785,Charlotte
30800,786,Houston
30801,786,Houston
30802,783,Dallas
30803,786,Houston
30804,784,San Antonio
30805,786,Houston
30806,785,Chicago
30807,785,Philadelphia
30808,784,San Antonio
30809,785,Charlotte
30810,788,Phoenix
30811,784,San Antonio
30812,785,Charlotte
30813,788,Phoenix
30814,784,San Diego
30815,784,San Diego
30816,777,Charlotte
30817,785,Chicago
30818,788,Phoenix
30819,786,Houston
30820,785,Chicago
30821,784,San Diego
30822,788,Phoenix
30823,784,San Antonio
30824,724,Los Angeles
30825,788,Phoenix
30826,811,Phoenix
30827,788,Phoenix
30828,784,San Diego
30829,788,Phoenix
30830,784,San Antonio
30831,786,Houston
30832,785,Philadelphia
30833,785,Charlotte
30834,789,Los Angeles
30835,784,San Diego
30836,837,Phoenix
30837,786,Dallas
30838,788,Phoenix
30839,784,San Antonio
30840,783,Dallas
30841,786,Houston
30842,785,Philadelphia
30843,785,Chicago
30844,783,Dallas
30845,785,Philadelphia
30846,786,Houston
30847,850,San Antonio
30848,784,San Antonio
30849,841,Phoenix
30850,850,Philadelphia
30851,785,New York
30852,783,Dallas
30853,827,Chicago
30854,789,Los Angeles
30855,783,Dallas
30856,850,Phoenix
30857,850,Los Angeles
30858,691,New York
30859,785,Chicago
30860,792,Dallas
30861,785,Chicago
30862,785,New York
30863,785,Chicago
30864,785,Philadelphia
30865,784,San Diego
30866,785,Chicago
30867,829,Dallas
30868,786,Houston
30869,785,Charlotte
30870,785,New York
30871,785,Charlotte
30872,806,Houston
30873,714,San Antonio
30874,784,San Antonio
30875,839,Los Angeles
30876,786,Houston
30877,825,Chicago
30878,850,Houston
30879,788,Phoenix
30880,783,Dallas
30881,784,San Antonio
30882,785,Philadelphia
30883,769,San Antonio
30884,786,Houston
30885,785,Chicago
30886,784,San Antonio
30887,788,Charlotte
30888,838,Los Angeles
30889,783,Dallas
30890,832,Phoenix
30891,850,Charlotte
30892,786,Houston
30893,777,San Diego
30894,786,Houston
30895,785,Charlotte
30896,786,Houston
30897,850,New York
30898,850,Los Angeles
30899,832,San Antonio
30900,785,Charlotte
30901,850,Phoenix
30902,788,Phoenix
30903,783,Dallas
30904,789,Los Angeles
30905,820,Phoenix
30906,843,San Diego
30907,785,Philadelphia
30908,845,Los Angeles
30909,830,Philadelphia
30910,784,San Antonio
30911,785,Philadelphia
30912,839,Phoenix
30913,788,Phoenix
30914,806,New York
30915,802,San Diego
30916,850,Dallas
30917,817,Los Angeles
30918,833,Los Angeles
30919,850,Phoenix
30920,784,San Diego
30921,786,Houston
30922,785,Philadelphia
30923,784,San Antonio
30924,838,Dallas
30925,784,San Diego
30926,784,San Antonio
30927,748,Los Angeles
30928,717,Houston
30929,744,San Antonio
30930,785,New York
30931,784,San Antonio
30932,785,Chicago
30933,850,Houston
30934,785,Chicago
30935,783,Dallas
30936,784,San Antonio
30937,850,San Diego
30938,785,Philadelphia
30939,785,Philadelphia
30940,789,Los Angeles
30941,784,San Antonio
30942,784,San Antonio
30943,785,Philadelphia
30944,789,Los Angeles
30945,784,San Diego
30946,841,Chicago
30947,785,Charlotte
30948,784,San Antonio
30949,788,Phoenix
30950,784,San Diego
30951,785,New York
30952,789,Los Angeles
30953,850,Houston
30954,785,Philadelphia
30955,763,Houston
30956,788,Phoenix
30957,850,Philadelphia
30958,785,New York
30959,850,Charlotte
30960,778,Chicago
30961,786,Houston
30962,791,Philadelphia
30963,779,Chicago
30964,850,Philadelphia
30965,843,New York
30966,818,San Antonio
30967,801,Phoenix
30968,842,San Diego
30969,785,New York
30970,785,Philadelphia
30971,786,Houston
30972,755,Phoenix
30973,653,San Antonio
30974,850,Charlotte
30975,784,San Antonio
30976,784,San Diego
30977,783,Dallas
30978,785,New York
30979,783,Dallas
30980,785,Philadelphia
30981,850,San Diego
30982,836,Los Angeles
30983,786,Houston
30984,785,Charlotte
30985,730,Phoenix
30986,784,San Antonio
30987,785,Charlotte
30988,785,Chicago
30989,785,Chicago
30990,733,New York
30991,785,Chicago
30992,784,San Antonio
30993,725,Dallas
30994,783,Dallas
30995,785,Chicago
30996,828,Chicago
30997,817,San Diego
30998,783,Dallas
30999,784,San Diego
31000,785,Chicago
31001,825,San Antonio
31002,789,Los Angeles
31003,788,Phoenix
31004,784,San Antonio
31005,783,Dallas
31006,836,New York
31007,784,San Diego
31008,785,Chicago
31009,734,Phoenix
31010,850,Los Angeles
31011,850,Los Angeles
31012,785,New York
31013,818,Dallas
31014,834,Philadelphia
31015,783,Dallas
31016,783,Dallas
31017,786,Houston
31018,850,San Diego
31019,785,New York
31020,850,Houston
31021,788,Phoenix
31022,789,Los Angeles
31023,784,San Antonio
31024,785,Philadelphia
31025,804,Houston
31026,789,Los Angeles
31027,809,Philadelphia
31028,785,Philadelphia
31029,835,Chicago
31030,794,Phoenix
31031,786,Houston
31032,784,San Antonio
31033,787,Philadelphia
31034,784,San Diego
31035,788,Phoenix
31036,761,Los Angeles
31037,837,Chicago
31038,789,Los Angeles
31039,788,Phoenix
31040,785,New York
31041,805,Phoenix
31042,785,Charlotte
31043,789,Los Angeles
31044,845,Los Angeles
31045,729,Phoenix
31046,850,Chicago
31047,830,Chicago
31048,770,San Diego
31049,850,Los Angeles
31050,785,New York
31051,785,Chicago
31052,799,Dallas
31053,754,Los Angeles
31054,784,San Antonio
31055,832,Chicago
31056,779,New York
31057,785,New York
31058,828,San Diego
31059,783,Dallas
31060,788,Phoenix
31061,784,San Antonio
31062,789,Los Angeles
31063,850,Philadelphia
31064,785,Philadelphia
31065,785,Chicago
31066,786,Houston
31067,811,Phoenix
31068,785,Charlotte
31069,850,Charlotte
31070,784,San Antonio
31071,785,Chicago
31072,789,Los Angeles
31073,801,Charlotte
31074,786,Houston
31075,786,Houston
31076,784,San Diego
31077,657,Houston
31078,783,Dallas
31079,836,Philadelphia
31080,785,Charlotte
31081,779,Houston
31082,745,Charlotte
31083,785,Philadelphia
31084,788,Phoenix
31085,783,Dallas
31086,785,New York
31087,783,New York
31088,850,San Antonio
31089,788,Phoenix
31090,850,Charlotte
31091,747,Phoenix
31092,785,New York
31093,785,Chicago
31094,785,Philadelphia
31095,789,Los Angeles
31096,786,Houston
31097,785,Chicago
31098,785,Philadelphia
31099,788,San Antonio
31100,785,Chicago
31101,850,New York
31102,784,San Antonio
31103,788,Phoenix
31104,850,Phoenix
31105,769,New York
31106,785,Chicago
31107,784,San Antonio
31108,850,Philadelphia
31109,788,Phoenix
31110,786,Houston
31111,785,Charlotte
31112,776,Houston
31113,785,New York
31114,836,San Diego
31115,818,Phoenix
31116,784,San Diego
31117,789,Los Angeles
31118,784,San Antonio
31119,785,Chicago
31120,785,Philadelphia
31121,784,San Diego
31122,786,Houston
31123,789,Los Angeles
31124,785,Philadelphia
31125,788,Charlotte
31126,785,New York
31127,785,Charlotte
31128,785,Chicago
31129,785,Philadelphia
31130,784,San Antonio
31131,785,Charlotte
31132,785,New York
31133,723,Chicago
31134,786,San Antonio
31135,785,Chicago
31136,785,Chicago
31137,785,Charlotte
31138,784,San Diego
31139,789,Los Angeles
31140,830,Houston
31141,839,Charlotte
31142,785,New York
31143,850,Charlotte
31144,784,San Antonio
31145,789,Los Angeles
31146,850,Charlotte
31147,789,Los Angeles
31148,785,Philadelphia
31149,784,San Antonio
31150,784,San Antonio
31151,784,San Diego
31152,850,Phoenix
31153,788,Phoenix
31154,850,New York
31155,767,Dallas
31156,789,Los Angeles
31157,784,San Antonio
31158,785,Charlotte
31159,766,New York
31160,785,Charlotte
31161,783,Dallas
31162,785,Chicago
31163,789,Los Angeles
31164,785,New York
31165,788,Phoenix
31166,785,Philadelphia
31167,816,Phoenix
31168,785,Chicago
31169,814,Phoenix
31170,850,Los Angeles
31171,785,Charlotte
31172,816,Chicago
31173,850,Philadelphia
31174,850,Houston
31175,789,Los Angeles
31176,848,New York
31177,766,Chicago
31178,820,Chicago
31179,784,San Antonio
31180,788,Phoenix
31181,785,Philadelphia
31182,834,San Diego
31183,822,San Diego
31184,785,Chicago
31185,784,San Diego
31186,850,Dallas
31187,785,New York
31188,783,Dallas
31189,785,Charlotte
31190,785,Charlotte
31191,783,Dallas
31192,790,Houston
31193,785,Charlotte
31194,783,Dallas
31195,784,San Diego
31196,786,Houston
31197,760,Dallas
31198,784,San Diego
31199,789,Los Angeles
31200,837,Houston
31201,785,Houston
31202,850,Philadelphia
31203,813,San Antonio
31204,783,Dallas
31205,783,Dallas
31206,784,San Antonio
31207,742,Dallas
31208,785,Philadelphia
31209,740,Phoenix
31210,784,San Diego
31211,850,San Antonio
31212,830,Charlotte
31213,741,Chicago
31214,785,New York
31215,779,Philadelphia
31216,793,Houston
31217,785,Philadelphia
31218,812,San Antonio
31219,784,San Antonio
31220,783,Dallas
31221,825,Los Angeles
31222,786,Houston
31223,785,Charlotte
31224,850,Philadelphia
31225,785,Philadelphia
31226,822,San Antonio
31227,798,Los Angeles
31228,788,Phoenix
31229,804,Los Angeles
31230,831,Phoenix
31231,836,Philadelphia
31232,785,New York
31233,786,Houston
31234,850,San Diego
31235,784,San Antonio
31236,784,San Antonio
31237,789,Los Angeles
31238,838,Houston
31239,785,Charlotte
31240,785,Charlotte
31241,788,Phoenix
31242,784,San Antonio
31243,827,Houston
31244,788,Phoenix
31245,720,Charlotte
31246,785,Philadelphia
31247,820,Houston
31248,783,Dallas
31249,785,Philadelphia
31250,788,Phoenix
31251,786,Houston
31252,804,Houston
31253,785,Chicago
31254,850,Dallas
31255,839,San Antonio
31256,783,Dallas
31257,788,Phoenix
31258,789,Los Angeles
31259,784,San Diego
31260,785,Charlotte
31261,783,Dallas
31262,801,Philadelphia
31263,785,Charlotte
31264,783,Dallas
31265,807,Chicago
31266,744,Los Angeles
31267,785,Charlotte
31268,841,New York
31269,788,Phoenix
31270,802,Charlotte
31271,799,Chicago
31272,748,Dallas
31273,841,Chicago
31274,789,Los Angeles
31275,783,Dallas
31276,837,Los Angeles
31277,841,New York
31278,785,Chicago
31279,786,Houston
31280,788,Phoenix
31281,785,Philadelphia
31282,788,Phoenix
31283,745,Philadelphia
31284,786,Houston
31285,681,Los Angeles
31286,785,New York
31287,785,Chicago
31288,850,San Diego
31289,785,Chicago
31290,828,Phoenix
31291,784,San Diego
31292,785,New York
31293,784,San Diego
31294,789,Los Angeles
31295,785,Charlotte
31296,783,Dallas
31297,784,San Diego
31298,789,Los Angeles
31299,824,Houston
31300,785,Charlotte
31301,785,New York
31302,694,Los Angeles
31303,785,Chicago
31304,785,Chicago
31305,785,Charlotte
31306,742,San Antonio
31307,785,Philadelphia
31308,784,San Antonio
31309,785,Philadelphia
31310,732,Chicago
31311,841,San Antonio
31312,785,New York
31313,785,New York
31314,785,New York
31315,784,San Diego
31316,827,Chicago
31317,848,Dallas
31318,809,Houston
31319,838,Los Angeles
31320,785,Chicago
31321,784,San Diego
31322,784,San Antonio
31323,784,San Diego
31324,784,San Antonio
31325,788,Phoenix
31326,785,New York
31327,785,Philadelphia
31328,850,Los Angeles
31329,784,San Antonio
31330,785,Philadelphia
31331,788,Phoenix
31332,788,Phoenix
31333,784,San Antonio
31334,785,Chicago
31335,786,Houston
31336,784,San Antonio
31337,732,Chicago
31338,849,San Diego
31339,785,Charlotte
31340,786,Houston
31341,789,Los Angeles
31342,784,San Diego
31343,783,Dallas
31344,785,Charlotte
31345,792,Philadelphia
31346,783,Dallas
31347,850,San Diego
31348,785,Chicago
31349,784,San Antonio
31350,786,Houston
31351,850,Chicago
31352,788,Phoenix
31353,786,Houston
31354,784,San Antonio
31355,761,Chicago
31356,783,Dallas
31357,785,Charlotte
31358,784,San Antonio
31359,789,Los Angeles
31360,785,Philadelphia
31361,769,Dallas
31362,785,Philadelphia
31363,786,Houston
31364,784,San Diego
31365,783,Dallas
31366,663,San Diego
31367,829,Philadelphia
31368,785,Chicago
31369,783,Dallas
31370,785,Philadelphia
31371,850,San Antonio
31372,850,San Antonio
31373,784,San Diego
31374,785,Chicago
31375,773,Chicago
31376,783,Dallas
31377,836,Chicago
31378,796,Houston
31379,788,Phoenix
31380,783,Dallas
31381,786,Houston
31382,779,Chicago
31383,785,Philadelphia
31384,833,Philadelphia
31385,785,Philadelphia
31386,785,New York
31387,783,Dallas
31388,788,Phoenix
31389,785,Chicago
31390,783,Dallas
31391,784,San Diego
31392,798,Dallas
31393,784,San Antonio
31394,785,New York
31395,850,Phoenix
31396,785,Philadelphia
31397,550,Phoenix
31398,785,New York
31399,785,New York
31400,789,Los Angeles
31401,785,Charlotte
31402,698,San Diego
31403,784,San Diego
31404,699,Philadelphia
31405,802,Phoenix
31406,784,San Diego
31407,830,San Diego
31408,783,Dallas
31409,784,San Antonio
31410,850,Chicago
31411,850,Philadelphia
31412,789,Los Angeles
31413,785,Charlotte
31414,789,Los Angeles
31415,785,Houston
31416,850,Houston
31417,788,Phoenix
31418,841,Phoenix
31419,785,Philadelphia
31420,850,Phoenix
31421,788,Phoenix
31422,849,Dallas
31423,789,Los Angeles
31424,784,San Diego
31425,786,Houston
31426,783,Dallas
31427,833,Chicago
31428,832,Phoenix
31429,785,New York
31430,785,Chicago
31431,785,New York
31432,788,Phoenix
31433,789,Los Angeles
31434,829,Los Angeles
31435,789,Los Angeles
31436,786,Houston
31437,785,Chicago
31438,850,San Diego
31439,784,San Diego
31440,786,Houston
31441,789,Los Angeles
31442,694,New York
31443,785,New York
31444,788,Phoenix
31445,746,San Diego
31446,850,San Diego
31447,785,Charlotte
31448,760,New York
31449,645,Dallas
31450,726,Phoenix
31451,816,Dallas
31452,789,Los Angeles
31453,792,Charlotte
31454,785,Charlotte
31455,825,Phoenix
31456,785,New York
31457,784,San Diego
31458,783,Dallas
31459,784,San Antonio
31460,841,Charlotte
31461,785,Philadelphia
31462,785,Chicago
31463,712,Charlotte
31464,784,San Diego
31465,783,Dallas
31466,785,Philadelphia
31467,825,New York
31468,785,Philadelphia
31469,785,Charlotte
31470,674,San Diego
31471,850,Phoenix
31472,707,New York
31473,785,Philadelphia
31474,785,New York
